movie_id,rating_count,avg_rating,rating_std,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film_Noir,Horror,Musical,Mystery,Romance,Sci_Fi,Thriller,War,Western,year,popularity_score
21,84,2.761904761904762,1.0484532223686105,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1996.0,0.3979416809605489
22,297,4.151515151515151,0.9624395702016442,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1996.0,2.1149228130360207
23,182,4.1208791208791204,0.8518444704769149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996.0,1.2864493996569466
24,174,3.4482758620689653,1.0000996561864055,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,1.0291595197255574
25,293,3.4436860068259385,1.0342107359122334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,1.7307032590051459
26,73,3.452054794520548,0.8981631856555751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0.4322469982847341
27,57,3.1052631578947367,1.0968169942141641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0.30360205831903947
28,276,3.931159420289855,0.8083474252741203,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1995.0,1.8610634648370497
29,114,2.6666666666666665,1.0276415706072415,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0.5214408233276158
30,37,3.945945945945946,0.8480679331393324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1967.0,0.2504288164665523
31,154,3.6298701298701297,0.8852553909502717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1995.0,0.9588336192109777
32,81,3.7901234567901234,1.0573084860001367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994.0,0.5265866209262435
33,97,3.4536082474226806,1.0608626458051038,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1995.0,0.5746140651801029
34,7,2.7142857142857144,1.3801311186847083,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,0.032590051457975985
35,11,2.1818181818181817,1.3280197150781927,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,0.0411663807890223
36,13,2.1538461538461537,0.898717034272917,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995.0,0.048027444253859346
37,8,2.25,1.0350983390135313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,0.030874785591766724
38,120,3.0083333333333333,1.0166333741162281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995.0,0.6192109777015438
39,87,3.264367816091954,1.0282042385447814,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1995.0,0.48713550600343053
40,57,2.8947368421052633,1.1129787978714052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0.2830188679245283
41,37,3.081081081081081,1.1396485417876856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0.1955403087478559
42,148,3.804054054054054,1.1167176378890806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,0.9656946826758147
43,40,3.0,0.8770580193070292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1994.0,0.2058319039451115
44,79,3.3417721518987342,1.0112961466047508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1994.0,0.4528301886792453
45,80,4.05,0.8844650818504132,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,0.5557461406518011
46,27,3.5555555555555554,0.9336995618478525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,0.1646655231560892
47,133,3.601503759398496,1.0726620074295206,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,0.8216123499142367
48,117,4.094017094017094,0.9736432291328843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994.0,0.8216123499142366
49,81,3.3209876543209877,0.8920084149522801,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994.0,0.4614065180102916
50,583,4.3584905660377355,0.8813410116763765,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1977.0,4.3584905660377355
51,81,3.45679012345679,1.1624261558917344,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1994.0,0.48027444253859347
52,91,3.769230769230769,0.9077067940318742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,0.5883361921097771
53,128,2.953125,1.3272396018164618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994.0,0.6483704974271012
54,104,3.2403846153846154,0.8301969857213536,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1995.0,0.5780445969125214
55,149,3.704697986577181,1.01677388398039,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1994.0,0.9468267581475128
56,394,4.060913705583756,1.150879817295221,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,2.7444253859348198
57,40,4.0,1.1547005383792512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,0.274442538593482
58,175,3.645714285714286,0.8374643094618012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,1.0943396226415094
59,83,4.0602409638554215,1.0163228504517052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,0.5780445969125214
60,64,4.015625,1.0614782669047496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,0.44082332761578047
61,59,3.864406779661017,0.9730440525634519,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,0.3910806174957118
62,127,3.141732283464567,1.013593399027776,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994.0,0.6843910806174958
63,82,3.097560975609756,0.9507600091513663,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,0.43567753001715265
64,283,4.445229681978798,0.7670082342819283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994.0,2.1578044596912522
65,115,3.5391304347826087,0.9577656428882682,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,0.6981132075471698
66,162,3.549382716049383,0.9328542264996001,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995.0,0.9862778730703259
67,103,3.0485436893203883,1.2157354005905237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,0.5385934819897084
68,134,3.417910447761194,1.1124619277945107,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1994.0,0.7855917667238422
69,321,3.853582554517134,1.0754626621574104,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1994.0,2.1217838765008574
70,251,3.6613545816733066,0.8904271771284412,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994.0,1.5763293310463122
71,220,3.7818181818181817,0.9781337012737348,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994.0,1.4271012006861064
72,129,3.193798449612403,0.9848661027317762,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1994.0,0.7066895368782161
73,128,3.46875,0.8505440593234388,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1994.0,0.7615780445969125
74,7,3.0,1.4142135623730951,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1965.0,0.036020583190394515
75,5,3.0,1.4142135623730951,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994.0,0.025728987993138937
76,54,3.4074074074074074,0.8582236705098153,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,0.3156089193825043
77,151,3.2781456953642385,0.9533026130063214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1993.0,0.8490566037735849
78,33,2.4545454545454546,1.1205720941473682,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,0.13893653516295026
79,336,4.044642857142857,0.8035933425109569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993.0,2.3310463121783873
80,68,2.764705882352941,0.9942768625326982,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1993.0,0.32246998284734135
81,110,3.5545454545454547,1.121813437173573,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994.0,0.6706689536878216
82,261,3.7203065134099615,1.0125792950505677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993.0,1.6655231560891939
83,176,4.0625,0.8695236791321033,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993.0,1.2264150943396226
84,18,3.0,1.0289915108550531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1994.0,0.09262435677530018
85,58,3.0344827586206895,1.0590548126460442,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,0.3018867924528302
86,150,3.94,0.9846472471612774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,1.0137221269296741
87,138,3.9057971014492754,0.9505102829258302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993.0,0.9245283018867925
88,213,3.539906103286385,1.011515764625157,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1993.0,1.2933104631217838
89,275,4.138181818181818,0.9056777333039172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1982.0,1.9519725557461403
90,95,3.0526315789473686,1.0951383965064871,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1993.0,0.4974271012006861
91,143,3.5874125874125875,1.0898292367121343,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1993.0,0.8799313893653516
92,104,3.6153846153846154,0.9883564105747087,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1993.0,0.6449399656946827
93,112,3.7232142857142856,1.0671999350710726,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,0.7152658662092625
94,137,3.0875912408759123,1.0394742205638536,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,0.725557461406518
95,219,3.8127853881278537,0.9120100819126311,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1992.0,1.4322469982847341
96,295,4.0067796610169495,0.9758764431207366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1991.0,2.0274442538593482
97,256,3.79296875,1.0441758993692245,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1990.0,1.6655231560891939
98,390,4.28974358974359,0.8365969971421026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1991.0,2.869639794168096
99,172,3.7093023255813953,0.8965988896287173,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1937.0,1.0943396226415094
100,508,4.155511811023622,0.975755982575976,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1997.0,3.620926243567753
101,73,3.26027397260274,1.1905577271490353,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1981.0,0.40823327615780447
102,54,3.1296296296296298,1.09967913495721,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970.0,0.28987993138936535
103,15,1.8666666666666667,0.9154754164341269,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996.0,0.048027444253859346
104,5,1.4,0.8944271909999159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.012006861063464836
105,74,2.5675675675675675,0.9662961496336108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.3259005145797599
106,71,2.887323943661972,1.0078165333977902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996.0,0.3516295025728988
107,42,3.5,1.1315864106987361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,0.2521440823327616
108,65,3.076923076923077,1.079752464509984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.34305317324185247
109,130,3.4307692307692306,1.092174145883974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1996.0,0.7650085763293311
110,31,2.5161290322580645,1.121634751658949,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1995.0,0.13379073756432247
111,272,3.485294117647059,0.9565103712440206,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996.0,1.6260720411663807
112,20,2.45,1.2343760409722457,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.08404802744425385
113,9,4.111111111111111,0.7817359599705717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,0.0634648370497427
114,67,4.447761194029851,0.7644285266855718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.5111492281303602
115,15,3.7333333333333334,1.2227992865708153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.09605488850771869
116,125,3.824,1.0554314207332318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.8198970840480274
117,378,3.693121693121693,0.9804482767325307,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996.0,2.3945111492281304
118,293,3.2150170648464163,1.1064164121636366,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996.0,1.6157804459691252
119,4,4.5,0.9999999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994.0,0.030874785591766724
120,67,2.2388059701492535,1.1021954982340716,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.25728987993138935
121,429,3.438228438228438,1.1165838396907493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1996.0,2.530017152658662
122,106,2.339622641509434,1.1117278911061972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.42538593481989706
123,115,3.234782608695652,0.9852458485835044,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1996.0,0.6380789022298456
124,187,4.053475935828877,0.9142399176944603,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1996.0,1.300171526586621
125,244,3.557377049180328,0.9690619988733397,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996.0,1.4888507718696398
126,97,3.804123711340206,1.057110598693162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,0.6329331046312179
127,413,4.283292978208232,0.9345767973628608,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1972.0,3.034305317324185
128,65,3.5384615384615383,1.03194178428526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996.0,0.39451114922813035
129,129,3.8217054263565893,0.9474440320137383,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1996.0,0.8456260720411664
130,23,2.260869565217391,1.2869057782967015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.08919382504288163
131,95,3.7263157894736842,1.0359711782645544,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1961.0,0.6072041166380789
132,246,4.0772357723577235,0.9594482264752718,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1939.0,1.7204116638078901
133,171,3.871345029239766,1.0659698446327281,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1939.0,1.1355060034305318
134,198,4.292929292929293,0.846042147160581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1941.0,1.4579759862778732
135,259,3.969111969111969,1.0263068729633669,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1968.0,1.7632933104631219
136,105,4.123809523809523,0.8954504463293892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1939.0,0.7427101200686106
137,171,3.9005847953216373,1.0496776578619345,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,1.1440823327615781
138,19,2.5789473684210527,1.3870748387117167,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.08404802744425385
139,50,2.78,0.9321907486328829,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1969.0,0.23842195540308747
140,61,3.2131147540983607,1.1271609482583613,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,0.3361921097770154
141,72,3.5,0.7315813472236931,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1954.0,0.4322469982847341
142,57,3.0701754385964914,1.0152348272128793,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1971.0,0.30017152658662094
143,222,3.765765765765766,1.1569577437850365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1965.0,1.4339622641509433
144,243,3.8724279835390947,0.9426647377560735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1988.0,1.614065180102916
145,65,2.4461538461538463,1.0901658307163817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1992.0,0.2727272727272727
146,10,2.5,1.178511301977579,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,0.04288164665523156
147,185,3.4702702702702704,1.073612568991311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996.0,1.1012006861063466
148,128,3.203125,1.0451189511473056,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,0.7032590051457976
149,23,3.0,1.243163121016122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,0.1183533447684391
150,157,3.828025477707006,1.0571996387957208,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996.0,1.0308747855917668
151,326,3.6319018404907975,1.0952038389252488,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1971.0,2.0308747855917666
152,82,3.6341463414634148,1.0001505457291178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1973.0,0.5111492281303602
153,247,3.785425101214575,0.9491706486087605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1988.0,1.6037735849056605
154,174,3.7471264367816093,0.9821339372135229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1979.0,1.118353344768439
155,98,3.1020408163265305,1.1441450769372472,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1987.0,0.5214408233276158
156,148,3.9864864864864864,0.9827525310224892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1992.0,1.012006861063465
157,127,3.6929133858267718,1.0040537757022465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1986.0,0.8044596912521441
158,60,2.6166666666666667,0.9404590777041595,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.0,0.2692967409948542
159,101,3.227722772277228,0.893097845914006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1992.0,0.5591766723842195
160,69,3.463768115942029,1.0789388870133625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992.0,0.4099485420240137
161,220,3.481818181818182,1.0357254813546262,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1986.0,1.313893653516295
162,106,3.556603773584906,1.0055104240822197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1981.0,0.6466552315608919
163,92,3.5543478260869565,0.9418724679166485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1974.0,0.5608919382504288
164,151,3.589403973509934,0.9112008426891621,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1989.0,0.9296740994854202
165,64,4.109375,0.8566673614968463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1986.0,0.451114922813036
166,58,4.120689655172414,0.7273500618840189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1986.0,0.4099485420240137
167,67,2.955223880597015,0.8949832539637946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.0,0.33962264150943394
168,316,4.0664556962025316,0.9945956031995912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1974.0,2.204116638078902
169,118,4.466101694915254,0.8236068619639018,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,0.9039451114922813
170,121,4.1735537190082646,0.9369959618412914,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1988.0,0.8662092624356775
171,65,3.876923076923077,1.0079014756489764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1991.0,0.4322469982847341
172,367,4.204359673024523,0.9228031430232908,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1980.0,2.6466552315608918
173,324,4.172839506172839,0.998948344307863,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1987.0,2.319039451114923
174,420,4.252380952380952,0.8918185799749799,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981.0,3.0634648370497426
175,208,3.8173076923076925,1.1056676394932918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1985.0,1.3619210977701544
176,284,3.9471830985915495,0.9289375109331269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1986.0,1.9228130360205833
177,137,3.8613138686131387,0.908962577303709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1966.0,0.9073756432246999
178,125,4.344,0.7195876955680268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1957.0,0.9313893653516295
179,221,3.909502262443439,1.164220467345325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1971.0,1.4819897084048028
180,221,4.04524886877828,0.9712866614403268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1979.0,1.5334476843910807
181,507,4.007889546351085,0.923954854284622,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1997.0,3.485420240137221
182,226,3.9513274336283186,0.9625535523801297,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1990.0,1.5317324185248713
183,291,4.034364261168385,0.9278383431364505,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1979.0,2.013722126929674
184,116,3.4310344827586206,1.1811868602387179,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1993.0,0.6826758147512865
185,239,4.100418410041841,0.9157583030339465,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1960.0,1.6809605488850772
186,251,3.8366533864541834,0.9258569843007536,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1980.0,1.6518010291595198
187,209,4.186602870813397,0.9191407150323503,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1974.0,1.5008576329331047
188,170,3.6823529411764704,0.9510102346512451,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1987.0,1.0737564322469983
189,66,4.106060606060606,0.9136366535619805,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992.0,0.4648370497427101
190,124,4.137096774193548,0.9046822864072797,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1989.0,0.8799313893653516
191,276,4.163043478260869,0.8216680229392825,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1984.0,1.9708404802744426
192,116,4.120689655172414,0.9432153372447847,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980.0,0.8198970840480274
193,157,3.917197452229299,0.7676285780503621,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1983.0,1.0548885077186965
194,241,4.058091286307054,0.8296252215903005,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1973.0,1.6775300171526586
